company_name,uid,sitz,kanton
Immobilien Kägen AG,CHE-115.263.721,Reinach (BL),BL
Immobilien Maloya AG,CHE-116.342.300,Gelterkinden,BL
Immobilien Meridiana AG in Liquidation,CHE-102.551.576,Basel,BS
Immobilien Rösch AG,CHE-105.970.053,Basel,BS
Immobilien Ziegelei AG,CHE-100.143.338,Oberwil (BL),BL
Immobilien Zumbrunn AG,CHE-486.019.567,Sissach,BL
Immo Birs AG,CHE-114.669.492,Aesch (BL),BL
immobros AG,CHE-167.164.983,Allschwil,BL
ImmoClou Immobilien AG,CHE-205.066.220,Liestal,BL
Immoda AG,CHE-113.926.752,Basel,BS
IMMOdähäi AG,CHE-100.458.196,Sissach,BL
Immo Degen AG,CHE-242.067.011,Bubendorf,BL
Immodepot SA in Liq.,CHE-113.817.028,Oberwil (BL),BL
Immo DOC Basel AG,CHE-366.328.473,Basel,BS
IMMO FAMILY AG,CHE-116.390.782,Aesch (BL),BL
Immofilios AG,CHE-447.664.681,Binningen,BL
immograf.ch ag,CHE-105.825.913,Maisprach,BL
Immo GRIMAR AG,CHE-455.448.458,Tecknau,BL
ImmoH20 AG,CHE-442.870.747,Birsfelden,BL
Immohelp AG,CHE-103.563.180,Basel,BS
ImmoHeuberger AG,CHE-382.757.080,Gelterkinden,BL
immo ileisa ag,CHE-102.254.776,Therwil,BL
Immo-integrity AG,CHE-387.090.076,Basel,BS
IMMO-INVEST Immobilien- und Verwaltungs-AG,CHE-102.746.536,Basel,BS
Immo Jacques AG,CHE-115.298.406,Basel,BS
ImmoKawa AG,CHE-323.516.167,Basel,BS
immokonzept ag,CHE-349.219.417,Basel,BS
Immokredit AG,CHE-144.754.582,Riehen,BS
Immo Leimental AG,CHE-483.628.474,Oberwil (BL),BL
Immoline-Basel AG,CHE-109.074.169,Basel,BS
Immolocus AG,CHE-300.613.658,Bretzwil,BL
Immo ML AG,CHE-114.047.072,Sissach,BL
Immomyself AG,CHE-447.782.381,Münchenstein,BL
immoNET AG,CHE-358.240.190,Birsfelden,BL
ImmoNext AG,CHE-368.144.702,Muttenz,BL
Immo Oser AG,CHE-445.094.896,Schönenbuch,BL
Immopark Gelterkinden AG,CHE-101.727.306,Gelterkinden,BL
ImmoPartner-Basel AG,CHE-448.897.934,Basel,BS
Immo Passivhaus AG,CHE-116.143.002,Duggingen,BL
Immopiazza AG,CHE-207.400.376,Basel,BS
ImmoPlan 24 AG,CHE-296.076.554,Füllinsdorf,BL
Immopta AG,CHE-107.408.242,Liestal,BL
ImmoPur AG,CHE-243.493.468,Reigoldswil,BL
Immoregio AG,CHE-103.515.809,Basel,BS
ImmoRehwechsel AG,CHE-147.990.038,Binningen,BL
IMMOROSSI AG,CHE-461.280.581,Basel,BS
Immo Seiler AG,CHE-107.483.947,Biel-Benken,BL
Immosense AG,CHE-392.946.139,Allschwil,BL
immo.space AG,CHE-291.849.450,Basel,BS
Immospitz 20 AG,CHE-210.014.654,Basel,BS
Immospitz AG,CHE-253.981.108,Basel,BS
Immo Stadt AG,CHE-440.737.066,Itingen,BL
Immo Strauss AG,CHE-446.303.074,Basel,BS
Immo Stuker NW AG,CHE-274.328.954,Arlesheim,BL
IMMOSWISS HOLDING AG,CHE-113.424.829,Allschwil,BL
Immotime AG,CHE-101.771.827,Basel,BS
ImmoTransform AG,CHE-357.963.475,Basel,BS
ImmoVe AG,CHE-264.443.298,Liestal,BL
IMMOVEST AG in Liquidation,CHE-112.387.479,Ettingen,BL
Immovest Immobilien + Investment AG in Liquidation,CHE-320.856.299,Lausen,BL
Immo Vision Basel AG,CHE-103.405.575,Basel,BS
Immowerk NW AG,CHE-487.044.846,Basel,BS
IMMO Zem Wäg AG,CHE-101.286.992,Muttenz,BL
ImmoZog AG,CHE-352.989.125,Birsfelden,BL
ImNu AG,CHE-145.358.065,Blauen,BL
Imoflex AG,CHE-100.971.826,Allschwil,BL
imomi ag,CHE-191.619.524,Basel,BS
IMONDA Holding AG,CHE-141.259.381,Sissach,BL
Imoprax AG,CHE-102.673.179,Basel,BS
IMOSAM Immobilien AG,CHE-417.635.195,Birsfelden,BL
Imova Swiss AG,CHE-234.420.387,Basel,BS
Impact Trading (Schweiz) AG,CHE-104.816.857,Itingen,BL
Impal AG,CHE-109.671.023,Basel,BS
Imperatoria AG,CHE-231.843.395,Basel,BS
Imperial Fashion AG,CHE-435.932.679,Basel,BS
Impex Immobilien AG,CHE-107.206.508,Binningen,BL
impiega ag,CHE-370.578.866,Basel,BS
IMP INTERNATIONAL MEDIA PARTNERS AG,CHE-101.874.321,Basel,BS
IMPIRIO Basel AG,CHE-185.265.524,Basel,BS
implantcast Suisse SA,CHE-266.497.448,Basel,BS
Import Optik Sissach AG,CHE-105.092.493,Sissach,BL
Import SM Holding AG,CHE-107.736.864,Basel,BS
Improware AG,CHE-106.500.980,Pratteln,BL
Impuls AG Schliess- und Sicherheitstechnik,CHE-109.869.275,Gelterkinden,BL
impuls.train-in AG,CHE-105.175.558,Aesch (BL),BL
impusco ag,CHE-106.272.862,Basel,BS
IMS Marketing Services AG,CHE-103.929.275,Wittinsburg,BL
Imtech-Steri AG,CHE-112.852.022,Biel-Benken,BL
Imtech-Steri Holding AG,CHE-284.311.990,Biel-Benken,BL
IMT - institute for management & tactical consulting AG,CHE-309.785.478,Basel,BS
IM Ultrasonic AG,CHE-105.932.437,Therwil,BL
In2Earth Modelling AG,CHE-114.074.005,Basel,BS
Inba AG,CHE-103.335.561,Aesch (BL),BL
InCephalo AG,CHE-473.675.319,Allschwil,BL
Incevo AG,CHE-190.974.112,Basel,BS
INC GROUP HOLDING AG,CHE-108.584.717,Therwil,BL
Inchfield Investment AG,CHE-205.558.173,Basel,BS
Inch Precision Insurance AG,CHE-327.744.827,Basel,BS
INCILE Holding AG,CHE-364.501.602,Läufelfingen,BL
include7 AG,CHE-114.032.521,Birsfelden,BL
InCoatings AG,CHE-109.616.917,Pratteln,BL
Incodeal AG,CHE-113.077.544,Basel,BS
Incosped AG,CHE-106.145.264,Basel,BS
INCVA AG,CHE-357.116.831,Basel,BS
IndAC AG,CHE-101.655.061,Allschwil,BL
Indeck-Expo AG,CHE-103.037.365,Reinach (BL),BL
Indekor Antikes Wohnen - Alte Kunst AG,CHE-107.785.733,Basel,BS
Independent Financial Advisers AG,CHE-105.677.363,Basel,BS
Independent Team Film Corporation AG,CHE-103.941.098,Basel,BS
IndexAtlas AG,CHE-277.564.161,Basel,BS
Indigo Fitness Schweiz AG in Liquidation,CHE-115.396.262,Basel,BS
Indivi AG,CHE-216.912.534,Basel,BS
Indoors AG,CHE-108.020.917,Allschwil,BL
INDUR Antriebstechnik AG,CHE-110.146.829,Liestal,BL
INDUR Holding AG,CHE-340.346.647,Liestal,BL
Induserv Corporate Services AG,CHE-411.892.813,Basel,BS
Induserv (Nordwestschweiz) AG,CHE-153.906.276,Basel,BS
Industriefeuerwehr Regio Basel AG (IFRB),CHE-294.157.779,Muttenz,BL
Industrie- und Gewerbe-Treuhand AG,CHE-107.736.663,Allschwil,BL
indyvit AG,CHE-387.328.912,Reinach (BL),BL
Inego AG,CHE-101.475.079,Lausen,BL
"Ineltec, Fachmesse für industrielle Elektronik, Elektro- und Installationstechnik AG",CHE-103.185.505,Basel,BS
InerTec Services AG,CHE-289.152.687,Basel,BS
INFIBA Vermögensverwaltungs AG,CHE-102.140.753,Basel,BS
infinitas capital AG,CHE-318.668.736,Basel,BS
Infinitas City Gardens AG,CHE-248.820.669,Basel,BS
infinitas real estate advisory AG,CHE-326.513.515,Basel,BS
INFINITI Immobilien AG,CHE-134.252.445,Lupsingen,BL
Infomotion Consulting AG,CHE-114.522.506,Basel,BS
Infoquest AG,CHE-100.191.886,Binningen,BL
Informatec AG,CHE-104.039.697,Muttenz,BL
InForm Fitnessclub AG,CHE-109.474.936,Pratteln,BL
Inform Möbelsysteme AG,CHE-108.158.473,Liestal,BL
Infors AG,CHE-107.906.586,Bottmingen,BL
InfraMed AG,CHE-344.460.816,Basel,BS
Infurco AG,CHE-102.417.653,Basel,BS
Ingenieurbureau A. Aegerter & Dr. O. Bosshardt AG,CHE-105.932.199,Basel,BS
Ingenieurbüro Blattner AG,CHE-107.259.841,Sissach,BL
Ingenieurbüro Dill & Partner AG in Liquidation,CHE-105.825.787,Oberwil (BL),BL
Ingenieurbüro Märki AG,CHE-105.823.825,Therwil,BL
Ingenieurbüro Seyfert AG in Liquidation,CHE-107.786.997,Basel,BS
Ingeno Data AG,CHE-103.926.259,Basel,BS
Ingmatic AG,CHE-103.642.359,Birsfelden,BL
inhive Group (Switzerland) AG,CHE-187.992.693,Basel,BS
InhouseControl AG,CHE-109.548.428,Ettingen,BL
Inhouse Productions AG,CHE-105.169.492,Allschwil,BL
Initiomed AG,CHE-488.415.980,Basel,BS
InJob Personal AG,CHE-112.402.452,Basel,BS
Inkasso-Team AG,CHE-458.288.961,Basel,BS
Inka - Treu AG,CHE-115.001.061,Muttenz,BL
Inko Sports AG in Liquidation,CHE-103.805.621,Bubendorf,BL
Inlibas Holding AG,CHE-103.577.957,Basel,BS
In Life Management AG,CHE-113.711.192,Basel,BS
Inlingua Basel AG,CHE-106.039.656,Basel,BS
Inlopack AG,CHE-107.944.411,Frenkendorf,BL
IN Management AG,CHE-185.136.364,Frenkendorf,BL
Inmares AG,CHE-115.891.685,Basel,BS
INNLAB AG,CHE-214.054.523,Basel,BS
innobit ag,CHE-105.302.271,Basel,BS
innobit holding ag,CHE-101.114.894,Basel,BS
Innodat AG,CHE-134.906.583,Sissach,BL
Innofam AG,CHE-384.114.088,Basel,BS
Innolith AG,CHE-255.768.241,Basel,BS
Innolith Technology AG,CHE-266.074.800,Basel,BS
Innomatic AG,CHE-108.530.302,Ormalingen,BL
INNOSIAMO AG,CHE-472.777.762,Allschwil,BL
Innotrade AG,CHE-108.198.998,Basel,BS
innotrixx ag,CHE-113.409.273,Basel,BS
Innovafina Project AG,CHE-393.414.796,Bottmingen,BL
INNOVIA Holding AG,CHE-102.672.719,Basel,BS
INNOVIA Immobilien AG,CHE-103.543.869,Binningen,BL
INOFEA AG,CHE-377.007.398,Muttenz,BL
INOFORM AG,CHE-112.016.215,Oberwil (BL),BL
Inolution Innovative Solution AG,CHE-109.862.764,Muttenz,BL
INOS Autowelt AG,CHE-165.930.123,Allschwil,BL
Inovasoft AG,CHE-154.883.123,Maisprach,BL
Inovento AG,CHE-112.153.042,Riehen,BS
inQbator AG,CHE-266.439.617,Muttenz,BL
Inrag AG,CHE-108.067.379,Muttenz,BL
INRA Group AG,CHE-108.709.640,Pratteln,BL
insia AG,CHE-422.607.069,Pratteln,BL
Inside Immobilien AG,CHE-108.670.529,Basel,BS
Inside Reality AG,CHE-426.214.579,Liestal,BL
insito ag,CHE-225.684.409,Muttenz,BL
INSKAP AG,CHE-113.686.789,Itingen,BL
Inspiranda AG,CHE-370.310.312,Basel,BS
Inspiration Lucullus SA,CHE-114.052.481,Basel,BS
insta.ch AG,CHE-105.867.001,Pratteln,BL
Installprofi AG,CHE-471.970.517,Basel,BS
Instatech W+B AG in Liquidation,CHE-108.793.497,Eptingen,BL
Institut für Andrologie und Kryptorchismus Forschung AG,CHE-107.411.801,Liestal,BL
Institut für Führung und Psychologie Basel AG,CHE-112.663.515,Basel,BS
Institut für Wirtschaftsstudien Basel AG,CHE-113.756.562,Basel,BS
Institut Littéraire SA,CHE-103.849.564,Basel,BS
Institut Straumann AG,CHE-113.320.319,Basel,BS
Instradent AG,CHE-205.034.496,Basel,BS
intarsys (Schweiz) AG,CHE-112.531.084,Birsfelden,BL
INTEGA High Purity Systems AG in Liquidation,CHE-333.658.449,Muttenz,BL
IntegralWorks AG,CHE-241.160.435,Arlesheim,BL
INTEGRA Metering AG,CHE-459.069.835,Therwil,BL
INTEGREVISION AG,CHE-104.026.789,Basel,BS
intein AG,CHE-447.430.775,Basel,BS
Inteliax AG,CHE-144.200.088,Basel,BS
IntelliXess AG,CHE-362.641.793,Basel,BS
Interagenda AG,CHE-100.065.649,Lupsingen,BL
Inter Airing System and Technologies AG,CHE-115.342.303,Allschwil,BL
Inter Analysis AG,CHE-103.925.219,Läufelfingen,BL
Inter Audit AG,CHE-107.430.394,Basel,BS
Interaval AG,CHE-108.340.316,Füllinsdorf,BL
Interbell AG,CHE-102.446.382,Basel,BS
Inter-Bit AG,CHE-103.869.012,Basel,BS
INTER-CARNEX AG,CHE-107.736.580,Biel-Benken,BL
Intercomputer Swiss AG in Liquidation,CHE-197.570.187,Riehen,BS
Interconnective AG,CHE-105.147.792,Basel,BS
Inter-Contact-Partners Unternehmensberatung AG in Liquidation,CHE-107.420.220,Basel,BS
Intercontrol Mess- und Regeltechnik AG,CHE-112.028.448,Reinach (BL),BL
Interdis AG,CHE-231.689.183,Basel,BS
Interessengemeinschaft Orgakomp AG,CHE-101.016.435,Läufelfingen,BL
InterfaceX AG,CHE-264.655.280,Basel,BS
Interfidag Treuhand AG,CHE-107.536.644,Pratteln,BL
Interforce AG,CHE-289.467.375,Basel,BS
Intergastro AG,CHE-101.598.598,Basel,BS
InterGGA AG,CHE-109.900.459,Reinach (BL),BL
InterMune International AG,CHE-116.324.130,Basel,BS
INTERNATIONAL CERTIFICATION BIO SUISSE AG,CHE-101.708.094,Basel,BS
International Commerc Group AG,CHE-189.638.297,Basel,BS
International Dynamic Health AG,CHE-104.440.290,Allschwil,BL
International Expo Services AG,CHE-432.481.893,Basel,BS
International Food Trade AG,CHE-294.411.481,Basel,BS
international football network ag,CHE-422.818.689,Basel,BS
International Real Estates Holding Ltd.,CHE-245.186.586,Basel,BS
International School of the Basel Region AG,CHE-105.921.913,Reinach (BL),BL
Inter Pacific AG,CHE-164.682.218,Basel,BS
InterPharmaLink AG,CHE-109.570.899,Basel,BS
interPipe Solution AG,CHE-284.683.144,Allschwil,BL
Inter-Publimode SA in Liquidation,CHE-102.978.650,Basel,BS
Inter Regio Treuhand AG,CHE-113.812.597,Basel,BS
InterSana lifescience AG,CHE-109.864.183,Sissach,BL
Intershop Bau AG,CHE-244.337.061,Basel,BS
Interspiro AG,CHE-108.073.730,Pratteln,BL
Intertabak AG,CHE-106.048.276,Pratteln,BL
interTechno Engineering AG,CHE-114.515.392,Niederdorf,BL
Intertek (Schweiz) AG,CHE-110.352.760,Reinach (BL),BL
Intertenpro AG,CHE-103.624.982,Basel,BS
Intertrans Tankschiffahrt AG,CHE-110.367.483,Birsfelden,BL
Intex-Biotech AG,CHE-106.412.927,Basel,BS
Int-Ext Communications AG,CHE-107.544.715,Basel,BS
IntiQuan AG,CHE-181.306.905,Basel,BS
InTraLog Hermes AG,CHE-109.303.499,Pratteln,BL
Intrans Basel AG in Liquidation,CHE-101.607.263,Basel,BS
Intravel AG,CHE-102.313.930,Basel,BS
Intrimo AG,CHE-104.069.735,Basel,BS
intuit AG,CHE-102.145.153,Basel,BS
INVACARE AG,CHE-107.385.983,Aesch (BL),BL
Invag AG,CHE-479.148.248,Ettingen,BL
Invam AG,CHE-102.900.369,Basel,BS
Invento AG,CHE-108.483.602,Aesch (BL),BL
INVERSON TECHNOLOGIES SA,CHE-112.991.770,Basel,BS
Investa AG,CHE-112.228.326,Binningen,BL
Investfront AG,CHE-114.995.075,Lampenberg,BL
Investhaus AG,CHE-475.166.129,Basel,BS
Investmenia Holding AG,CHE-102.246.506,Basel,BS
INVESTORS TRADING AG,CHE-111.967.622,Basel,BS
Invictus Communication AG,CHE-193.649.720,Sissach,BL
IN VIVO INTERNATIONAL LTD,CHE-115.846.779,Basel,BS
InZukunft AG,CHE-114.639.887,Basel,BS
IOB Tech AG,CHE-431.750.079,Basel,BS
Iota Holding AG,CHE-102.286.291,Basel,BS
IOTAplus AG,CHE-222.938.223,Basel,BS
Ipek Möbel AG,CHE-191.328.044,Reinach (BL),BL
IPRIS AG,CHE-111.789.697,Basel,BS
IPS Individuelle Personal Service AG in Liquidation,CHE-100.764.523,Basel,BS
ipso Bildung AG,CHE-112.418.335,Basel,BS
ipso Bildung Holding AG,CHE-101.267.351,Basel,BS
ipso Haus des Lernens AG,CHE-101.328.432,Basel,BS
IRC Finance AG,CHE-102.150.929,Basel,BS
irema ag,CHE-105.902.293,Gelterkinden,BL
IRESI International Real Estate Investors Ltd,CHE-170.667.463,Basel,BS
irides AG,CHE-456.708.277,Basel,BS
Irish Pub Management AG,CHE-102.736.816,Basel,BS
iRIX Invest Holding AG,CHE-272.919.713,Basel,BS
iRIX Software Engineering AG,CHE-105.166.499,Basel,BS
irriloc AG,CHE-309.907.830,Oberwil (BL),BL
IRS Rastatterstrasse 35 AG,CHE-103.586.152,Basel,BS
Isal AG,CHE-101.114.167,Basel,BS
ISBA AG,CHE-101.177.794,Zwingen,BL
Iscador AG,CHE-398.290.395,Arlesheim,BL
ISC- International Science Center AG,CHE-103.978.055,Bubendorf,BL
Iseg AG,CHE-102.036.699,Basel,BS
Iseli Optik AG,CHE-107.736.551,Basel,BS
ISKENDER Bau & Immobilien AG,CHE-416.301.685,Pratteln,BL
ISO-CENTER AG,CHE-105.874.484,Basel,BS
Isolag AG für integrierte Decken- und Wandsysteme,CHE-103.583.461,Muttenz,BL
Isoventure AG,CHE-103.214.443,Basel,BS
ISP AG,CHE-113.916.251,Pratteln,BL
Issler AG Heizungs- und Sanitärtechnik,CHE-106.702.041,Pratteln,BL
IST Werbeteam AG,CHE-108.376.024,Tenniken,BL
IT 24 AG,CHE-105.158.502,Basel,BS
Itamcar AG,CHE-106.297.520,Oberwil (BL),BL
Itamcar Immobilien AG,CHE-101.729.541,Oberwil (BL),BL
ITB Informatik Team AG in Liquidation,CHE-103.489.477,Basel,BS
itec Services AG,CHE-112.278.258,Basel,BS
ITERON AG,CHE-205.433.531,Basel,BS
ITfy AG,CHE-496.818.498,Basel,BS
ITHUDE Switzerland AG,CHE-180.398.951,Basel,BS
ITI Services AG,CHE-465.273.580,Basel,BS
Itkan AG,CHE-461.691.174,Binningen,BL
ITM Force AG,CHE-101.496.213,Basel,BS
ITS Beteiligungs AG,CHE-401.233.997,Binningen,BL
ITS Inspiration AG,CHE-102.112.975,Binningen,BL
"ITS, Investment & Trading Services AG",CHE-112.055.178,Binningen,BL
Its Not A Science AG in Liquidation,CHE-487.763.059,Basel,BS
Iuliano caffè Schweiz AG,CHE-447.859.368,Allschwil,BL
Iusconsil AG in Liquidation,CHE-332.442.912,Reinach (BL),BL
iwas-concepts AG,CHE-109.385.729,Ettingen,BL
IWB Energie Schweiz AG,CHE-148.502.571,Basel,BS
IWB Net AG,CHE-115.875.953,Basel,BS
IWB Renewable Power AG,CHE-116.127.629,Basel,BS
IWF AG,CHE-102.718.416,Pratteln,BL
IWS AG,CHE-106.037.278,Basel,BS
J+A Bautechnik AG,CHE-107.707.006,Gelterkinden,BL
Jacando AG in Liquidation,CHE-390.215.332,Basel,BS
Jacob AG,CHE-308.695.269,Basel,BS
Jacquet Osiro AG,CHE-108.764.461,Aesch (BL),BL
JAEGGI Hybridtechnologie AG,CHE-108.315.241,Basel,BS
Jäger Immo & Partner AG,CHE-300.811.916,Oberwil (BL),BL
Jäggi AG Türen und Schreinerei,CHE-107.789.375,Arlesheim,BL
jaggigroup ag,CHE-104.034.636,Itingen,BL
Jäggi Treuhand & Informatik AG,CHE-107.412.321,Reinach (BL),BL
Jagotec AG,CHE-101.361.754,Basel,BS
Jahela Holding AG,CHE-181.361.206,Reinach (BL),BL
JAKE Investment AG,CHE-193.492.938,Münchenstein,BL
"Jakob Gutknecht AG, Metallbau und Kunstschmiede",CHE-107.796.820,Muttenz,BL
Jakob Merz Tiefbau AG,CHE-102.010.576,Diepflingen,BL
Jakob Müller Process Solutions (Holding) AG,CHE-458.099.319,Arisdorf,BL
Jakobsberg AG,CHE-103.016.216,Basel,BS
JAK-Unternehmensberatung AG,CHE-112.200.322,Birsfelden,BL
jalinea AG,CHE-259.973.998,Aesch (BL),BL
Jamna Pharma Management & Consultancy AG,CHE-392.294.638,Basel,BS
Japat AG,CHE-101.688.221,Basel,BS
Jaquet AG Immobilien,CHE-207.531.179,Basel,BS
Jaquet Beteiligungen AG,CHE-209.380.336,Basel,BS
Jaquet Partners AG,CHE-101.358.893,Basel,BS
JasimaHolding AG,CHE-176.489.444,Allschwil,BL
JASO Service AG,CHE-132.678.282,Aesch (BL),BL
jaus.ch ag,CHE-105.605.837,Therwil,BL
Jauslin Beteiligungen AG,CHE-434.386.320,Muttenz,BL
Jauslin Haustechnik AG,CHE-106.815.202,Muttenz,BL
JAUSLIN STEBLER AG,CHE-459.227.258,Muttenz,BL
Jauslin + Stebler Group AG,CHE-105.805.425,Muttenz,BL
Jauslin + Stebler Immobilien AG,CHE-103.625.065,Muttenz,BL
JAV Jauslin-Anker Verwaltungs AG,CHE-100.455.022,Muttenz,BL
JayKay Holding AG,CHE-336.056.666,Rünenberg,BL
JB7 immo AG,CHE-422.447.251,Basel,BS
JB Engineering AG,CHE-105.432.790,Röschenz,BL
JBIE Holding AG,CHE-176.829.439,Pratteln,BL
J. Bollig AG,CHE-103.853.991,Basel,BS
JCS Software AG,CHE-106.283.297,Aesch (BL),BL
JDISBA AG,CHE-113.386.181,Basel,BS
Jean Cron AG,CHE-114.939.852,Basel,BS
Jean Cron Immobilien AG,CHE-101.269.143,Basel,BS
Jean-David Cahn AG,CHE-105.191.741,Basel,BS
Jean-François Heim Galerie AG,CHE-155.738.736,Basel,BS
Jeans Fritz Schweiz AG,CHE-284.592.317,Birsfelden,BL
jeka ag,CHE-430.920.893,Arlesheim,BL
Jeker Architekten SIA AG,CHE-103.067.018,Basel,BS
Jemani Blue AG,CHE-389.897.569,Münchenstein,BL
Je Met AG,CHE-107.876.382,Pratteln,BL
Jenni-Holz AG,CHE-115.757.957,Diegten,BL
Jennimmo AG,CHE-286.132.458,Muttenz,BL
Jenzer Fleisch und Feinkost AG,CHE-105.823.392,Arlesheim,BL
jermann architekten und raumplaner ag,CHE-103.022.599,Laufen,BL
Jermann Holding AG,CHE-188.373.618,Arlesheim,BL
Jermann Ingenieure und Geometer AG,CHE-112.395.125,Arlesheim,BL
jessenvollenweider architektur ag,CHE-105.128.808,Basel,BS
Jet Aviation AG,CHE-100.721.844,Basel,BS
Jet Aviation Business Jets AG,CHE-101.382.874,Basel,BS
Jet Dienstleistungen AG,CHE-407.966.006,Basel,BS
jetzt.dev ag,CHE-159.873.988,Basel,BS
JFAM AG,CHE-100.176.906,Münchenstein,BL
JFB AG,CHE-206.465.083,Pratteln,BL
JFM Speciality Fibres AG,CHE-114.489.524,Basel,BS
JFr Access AG,CHE-255.773.526,Basel,BS
JG Bau AG,CHE-230.657.252,Reinach (BL),BL
JG Immobilien AG,CHE-107.790.355,Itingen,BL
JGLA Immobilien AG,CHE-152.220.644,Aesch (BL),BL
JHC AG,CHE-115.889.458,Liestal,BL
Jindella AG,CHE-390.718.490,Basel,BS
Jirero Immo AG,CHE-467.078.730,Augst,BL
JIRS Holding AG,CHE-183.469.010,Gelterkinden,BL
JITpay AG in Liquidation,CHE-325.127.776,Basel,BS
JJ Consulting AG,CHE-249.765.530,Basel,BS
JJK Immobilien AG,CHE-101.540.682,Basel,BS
JK-Basel AG,CHE-464.056.146,Basel,BS
JK Immobilien + Handel AG,CHE-106.729.235,Basel,BS
JK Ventures AG,CHE-208.465.987,Basel,BS
JME Holding AG,CHE-451.250.348,Muttenz,BL
JMK Medizin AG,CHE-339.503.242,Basel,BS
J. Nager AG,CHE-321.190.422,Diepflingen,BL
JNandezPoker AG in Liquidation,CHE-378.404.023,Basel,BS
JNL Group AG,CHE-280.127.743,Sissach,BL
Job AG Personalberatung,CHE-110.127.507,Basel,BS
jobboxx ag,CHE-107.627.689,Basel,BS
Jobcenter Baselland AG,CHE-260.950.171,Therwil,BL
Job Factory Basel AG,CHE-105.547.708,Basel,BS
jobleader ag,CHE-114.676.977,Basel,BS
Job Now AG,CHE-114.573.426,Füllinsdorf,BL
JODEMA BAU AG,CHE-266.744.032,Liestal,BL
Joe Küchen AG,CHE-106.186.777,Ziefen,BL
Joerg Horat Baupartner AG,CHE-107.983.322,Basel,BS
Johanni Ingenieur und Architektur AG,CHE-107.779.827,Arlesheim,BL
John Crane (Switzerland) AG,CHE-106.475.052,Pratteln,BL
John Haustechnik AG,CHE-103.989.395,Sissach,BL
jointventure international ag,CHE-115.638.086,Basel,BS
Jona Group AG,CHE-486.313.073,Allschwil,BL
Jonasch AG,CHE-212.836.472,Basel,BS
Jonasch&Gebler AG,CHE-466.053.963,Allschwil,BL
Jonasch & Gebler Immobilien AG,CHE-496.336.124,Allschwil,BL
Joppen & Pita AG Umwelt Sicherheit Gesundheit,CHE-109.445.283,Basel,BS
"Jordi AG, HiFi-TV-Video",CHE-107.285.293,Reinach (BL),BL
Jordi & Wälti AG,CHE-106.276.908,Basel,BS
Jörg MEYER AG,CHE-103.892.258,Muttenz,BL
Josef Gartner Switzerland AG,CHE-104.136.082,Arlesheim,BL
Josef Pfaff AG,CHE-105.973.850,Allschwil,BL
Jos. Schneider AG,CHE-115.644.678,Allschwil,BL
JOST CONSULTING INSURANCE BROKER AG,CHE-150.892.502,Zunzgen,BL
Jost Logistik und Fahrzeuge AG,CHE-107.783.852,Aesch (BL),BL
Jost Mulden & Recycling AG,CHE-314.004.632,Aesch (BL),BL
Jost Umzugs AG,CHE-106.035.701,Aesch (BL),BL
JOURTANA Holding AG,CHE-460.322.892,Zeglingen,BL
Joya Immobilien AG,CHE-102.070.868,Aesch (BL),BL
JP Alpina Immobilien AG,CHE-188.099.417,Liestal,BL
JP Bachgraben AG,CHE-163.375.251,Basel,BS
JPB Holding AG,CHE-475.484.552,Augst,BL
JP DL AG,CHE-454.283.835,Basel,BS
JP IA AG,CHE-277.571.451,Basel,BS
JP Innovations AG,CHE-161.267.366,Basel,BS
JP IW AG,CHE-114.736.295,Basel,BS
JP Mailand AG,CHE-101.146.635,Basel,BS
JPM Holding AG,CHE-115.212.327,Basel,BS
JP Steuer AG,CHE-345.790.966,Basel,BS
JR ImmoPartner AG,CHE-160.919.812,Basel,BS
J. Safra Sarasin Holding AG,CHE-101.181.399,Basel,BS
J. Safra Sarasin Investmentfonds AG,CHE-102.155.594,Basel,BS
J. Sigg AG,CHE-105.814.855,Münchenstein,BL
JSI Holdings (Switzerland) AG,CHE-329.786.305,Basel,BS
JSSX Holding AG,CHE-169.337.088,Basel,BS
JT Immobilien & Marketing AG,CHE-416.397.343,Basel,BS
JTS Investments AG,CHE-309.291.302,Basel,BS
JUDO Wasseraufbereitung AG,CHE-115.907.553,Liestal,BL
jufa educa AG,CHE-480.899.166,Basel,BS
JUICE WORLD AG,CHE-475.901.372,Pratteln,BL
Juliana Nails Holding AG,CHE-114.326.520,Basel,BS
Jumut AG,CHE-102.672.990,Muttenz,BL
Jundt Holding AG,CHE-371.044.662,Binningen,BL
Jungbunzlauer Holding AG,CHE-102.855.450,Basel,BS
Jungbunzlauer International AG,CHE-102.570.119,Basel,BS
Jungbunzlauer Suisse AG,CHE-115.981.207,Basel,BS
Junkermatt Garage & Carrosserie AG,CHE-108.423.586,Muttenz,BL
Jupiter Bioscience AG in Liquidation,CHE-114.112.077,Läufelfingen,BL
Jurablick AG in Liquidation,CHE-105.857.161,Riehen,BS
JURA TREUHAND AG,CHE-109.694.248,Sissach,BL
Jürg Pfalzberger AG,CHE-108.710.494,Basel,BS
Jusirale AG,CHE-219.260.320,Gelterkinden,BL
JUST Holding AG,CHE-444.483.077,Muttenz,BL
Justin Unternährer AG,CHE-102.324.394,Basel,BS
JVG Jourdan Verwaltungs AG,CHE-104.069.907,Muttenz,BL
JVIT Investment & Trading AG,CHE-491.530.831,Pratteln,BL
K2 Architekten AG,CHE-193.712.330,Basel,BS
